brought,8,1
brought,23,1
brought,44,1
brought,45,1
small,8,1
small,22,1
small,24,1
i'm,10,1
i'm,15,1
i'm,18,1
i'm,23,1
i'm,24,1
i'm,27,1
i'm,28,1
i'm,31,1
i'm,36,1
i'm,37,1
together,3,1
together,5,1
together,47,1
together,49,1
indeed,24,1
indeed,31,1
since,5,1
since,24,1
since,31,1
since,36,1
since,44,1
rather,31,1
feet,2,1
feet,6,1
feet,7,1
feet,29,1
feet,30,1
feet,38,1
feet,42,1
feet,49,1
word,5,1
word,9,1
word,24,1
word,36,1
word,39,1
five,5,1
five,14,1
five,17,1
five,18,1
five,25,1
five,33,1
five,43,1
five,49,1
best,3,1
best,23,1
best,31,1
country,3,1
country,8,1
country,39,1
country,40,1
country,49,1
gone,20,1
gone,27,1
gone,43,1
gone,44,1
gone,49,1
matter,10,1
matter,26,1
matter,31,1
matter,49,1
boy,6,1
boy,7,1
boy,10,1
boy,28,1
boy,31,1
boy,39,1
full,9,1
full,14,1
full,23,1
taken,4,1
taken,5,1
taken,45,1
sure,10,1
sure,24,1
sure,27,1
sure,31,1
friend,3,1
friend,5,1
friend,8,1
friend,9,1
friend,11,1
friend,31,1
friend,44,1
others,3,1
others,7,1
cannot,10,1
cannot,11,1
cannot,21,1
cannot,24,1
cannot,25,1
cannot,34,1
themselves,3,1
themselves,11,1
themselves,23,1
themselves,49,1
kind,9,1
kind,31,1
kind,34,1
sat,5,1
sat,6,1
sat,8,1
sat,10,1
sat,18,1
sat,27,1
sat,28,1
sat,30,1
sat,36,1
sat,38,1
sat,44,1
sat,46,1
sat,47,1
sat,49,1
death,9,1
death,16,1
death,44,1
death,46,1
death,49,1
thus,9,1
thus,30,1
thus,40,1
air,13,1
air,16,1
air,24,1
air,30,1
air,49,1
lay,17,1
lay,27,1
lay,30,1
lay,38,1
lay,47,1
lay,49,1
along,0,1
along,7,1
along,23,1
along,47,1
along,49,1
wife,7,1
wife,8,1
wife,10,1
wife,31,1
wife,45,1
near,5,1
near,8,1
near,27,1
near,33,1
near,49,1
high,8,1
high,33,1
high,38,1
high,45,1
open,7,1
open,8,1
open,32,1
open,49,1
answered,6,1
answered,8,1
answered,16,1
answered,24,1
answered,35,1
answered,37,1
answered,44,1
thou,4,1
thou,7,1
thou,9,1
thou,10,1
thou,11,1
thou,13,1
thou,27,1
thou,29,1
thou,32,1
thou,42,1
thou,43,1
thou,44,1
thou,46,1
true,1,1
true,31,1
behind,7,1
behind,8,1
behind,27,1
behind,44,1
behind,49,1
whose,7,1
whose,8,1
whose,9,1
whose,33,1
whose,46,1
money,3,1
money,7,1
money,9,1
money,14,1
money,17,1
money,31,1
money,42,1
money,47,1
twenty,3,1
twenty,5,1
twenty,11,1
twenty,14,1
twenty,15,1
twenty,17,1
twenty,18,1
twenty,19,1
twenty,31,1
twenty,36,1
twenty,49,1
believe,16,1
believe,24,1
believe,31,1
believe,44,1
large,6,1
large,8,1
large,22,1
large,24,1
large,33,1
large,34,1
large,49,1
keep,7,1
keep,9,1
keep,18,1
keep,23,1
keep,33,1
keep,39,1
keep,48,1
passed,0,1
passed,36,1
passed,44,1
passed,49,1
black,7,1
black,19,1
black,24,1
black,28,1
black,31,1
black,34,1
black,46,1
black,49,1
children,2,1
children,3,1
children,7,1
children,11,1
children,49,1
alone,27,1
child,7,1
child,11,1
child,12,1
child,24,1
child,31,1
child,46,1
child,49,1
less,7,1
less,31,1
less,34,1
less,43,1
less,49,1
leave,8,1
leave,27,1
leave,44,1
leave,48,1
power,1,1
power,4,1
power,5,1
power,9,1
power,11,1
power,12,1
power,49,1
i'll,0,1
i'll,10,1
i'll,14,1
i'll,15,1
i'll,20,1
i'll,23,1
i'll,24,1
i'll,25,1
i'll,27,1
i'll,28,1
i'll,49,1
nature,1,1
nature,7,1
nature,9,1
nature,10,1
nature,12,1
nature,20,1
nature,30,1
nature,34,1
nature,49,1
fire,9,1
fire,15,1
fire,20,1
fire,23,1
fire,27,1
fire,30,1
fire,32,1
fire,49,1
given,8,1
given,12,1
given,44,1
therefore,5,1
therefore,9,1
hope,3,1
hope,24,1
hope,31,1
hope,34,1
hope,44,1
hope,48,1
lord,5,1
lord,8,1
lord,9,1
lord,31,1
lord,40,1
lord,44,1
help,3,1
help,9,1
help,11,1
help,44,1
certain,20,1
hear,1,1
hear,8,1
hear,9,1
hear,26,1
hear,31,1
hear,48,1
rest,30,1
rest,49,1
sea,12,1
sea,21,1
sea,23,1
sea,26,1
sea,30,1
sea,32,1
sea,33,1
sea,34,1
sea,40,1
sea,43,1
sea,47,1
sea,48,1
sea,49,1
speak,9,1
speak,11,1
speak,24,1
speak,31,1
speak,42,1
speak,44,1
speak,48,1
body,5,1
body,7,1
body,21,1
body,46,1
body,49,1
doctor,8,1
doctor,10,1
doctor,13,1
doctor,24,1
doctor,25,1
doctor,31,1
often,7,1
often,23,1
often,31,1
present,3,1
present,5,1
present,34,1
wish,11,1
wish,18,1
wish,34,1
really,24,1
really,31,1
fell,27,1
fell,32,1
fell,38,1
fell,44,1
fell,47,1
fell,49,1
fact,3,1
fact,5,1
fact,31,1
dead,27,1
dead,30,1
dead,31,1
dead,42,1
dead,44,1
thousand,3,1
thousand,6,1
thousand,17,1
thousand,18,1
thousand,33,1
thousand,40,1
thousand,44,1
thousand,47,1
thousand,49,1
coming,8,1
coming,26,1
coming,27,1
coming,49,1
everything,12,1
everything,49,1
above,8,1
above,12,1
above,16,1
above,33,1
above,38,1
above,45,1
above,49,1
used,43,1
itself,9,1
itself,10,1
itself,12,1
itself,34,1
itself,49,1
least,31,1
least,40,1
order,5,1
order,49,1
around,3,1
around,7,1
around,42,1
around,47,1
around,49,1
hour,3,1
hour,5,1
hour,10,1
hour,27,1
hour,43,1
hour,44,1
hour,49,1
use,22,1
suddenly,24,1
suddenly,29,1
suddenly,46,1
suddenly,49,1
sent,0,1
sent,5,1
sent,8,1
sent,23,1
sent,35,1
sent,43,1
sent,44,1
sent,45,1
case,22,1
case,31,1
case,34,1
ground,6,1
ground,14,1
ground,38,1
ground,42,1
ground,49,1
known,3,1
known,5,1
known,21,1
known,31,1
son,8,1
son,9,1
son,31,1
son,37,1
son,40,1
son,44,1
evening,3,1
evening,5,1
evening,10,1
evening,12,1
evening,27,1
that's,0,1
that's,3,1
that's,16,1
that's,23,1
that's,24,1
that's,26,1
that's,27,1
that's,28,1
that's,31,1
that's,37,1
whether,5,1
whether,10,1
whether,20,1
whether,27,1
whether,31,1
within,9,1
within,21,1
within,33,1
within,49,1
times,6,1
times,7,1
times,12,1
times,24,1
times,49,1
friends,3,1
friends,8,1
friends,11,1
friends,22,1
friends,31,1
friends,40,1
hard,10,1
hard,23,1
hard,31,1
hard,32,1
hard,49,1
returned,5,1
returned,8,1
returned,44,1
state,5,1
state,18,1
state,19,1
state,49,1
held,0,1
held,5,1
held,6,1
held,36,1
held,49,1
bed,1,1
bed,10,1
bed,18,1
bed,24,1
bed,27,1
bed,29,1
bed,30,1
bed,42,1
bed,43,1
bed,49,1
says,2,1
says,19,1
says,23,1
says,27,1
says,28,1
says,31,1
reason,31,1
care,11,1
care,31,1
care,33,1
care,49,1
general,5,1
general,8,1
general,9,1
general,21,1
general,23,1
general,40,1
during,2,1
during,5,1
during,11,1
during,24,1
during,35,1
during,40,1
during,45,1
point,3,1
point,5,1
point,40,1
beautiful,8,1
beautiful,11,1
beautiful,12,1
